Name,Total
A. Nguiamba,248.0
A. Whitmore,205.0
T. van de Berg,205.0
M. Belkheir,271.0
M. Okazaki,251.0
A. Vogliacco,241.0
Heo Jae Won,245.0
Liao Bochao,239.0
M. Rauschenberg,215.0
S. Murillo,275.0
F. Çakır,223.0
P. Ruiz,277.0
Guo Quanbo,213.0
N. Ferguson,214.0
Algobia,210.0
A. Favaro,167.0
T. Moniwa,166.0
J. Gibbons,268.0
R. Yamasaki,217.0
G. Maris,255.0
O. Okungbowa,268.0
K. Krasniqi,261.0
E. Weeger,271.0
B. Mirelis,215.0
N. Watanabe,281.0
R. Ljubicic,241.0
J. Forster,231.0
A. Santos,294.0
J. Molina,234.0
Long Cheng,262.0
O. Olomola,234.0
K. Arthur,301.0
A. Majrashi,305.0
W. Parra,269.0
O. Alseth,262.0
J. Ortíz,228.0
Matis Carvalho,162.0
David Gil,174.0
E. List,300.0
J. Mukena,212.0
P. Vincenti,237.0
M. Salazar,261.0
F. Rossi,146.0
P. Kühn,151.0
U. Saracco,179.0
T. Königsmann,185.0
J. Pearson,241.0
K. Onose,266.0
C. Zesiger,244.0
G. Mainero,259.0
Adrián,207.0
S. Tanasijevic,203.0
M. Tonge,200.0
R. Garay,244.0
V. van den Bogert,203.0
A. De Francesco,251.0
I. Camara,234.0
A. Kay,169.0
N. Cowburn,232.0
M. Eberwein,248.0
I. Aaneba,257.0
C. Kountouriotis,245.0
M. Janssen,220.0
M. Kanabah,246.0
J. Karlstrøm,135.0
G. Byers,243.0
Lin Liangming,271.0
A. Putna,136.0
Yang Qipeng,215.0
Hu Ruibao,238.0
Caio Marcelo,238.0
J. Carroll,271.0
S. Fraser,268.0
P. Posipal,217.0
R. Fulton,155.0
M. Herrera,244.0
A. Sicker,272.0
V. Drkušić,241.0
D. Chávez,212.0
J. Maddox,258.0
R. Strain,269.0
R. Germain,254.0
M. Komenda,286.0
M. Seidel,168.0
M. Kristensen,287.0
R. Izumi,283.0
J. Valencia,252.0
Leja,131.0
K. Athiu,266.0
Y. Suzuki,255.0
I. Baba,233.0
J. Illanes,218.0
M. Batmaz,257.0
B. Al Baqi,191.0
T. Hawkridge,247.0
V. Demaku,228.0
C. Sánchez,125.0
N. Janvier,259.0
C. Frommann,174.0
F. Robert,268.0
S. Al Dosari,279.0
L. Polvani,155.0
A. Krysiak,243.0
B. Moore,204.0
M. Peano,146.0
N. Diallo,281.0
A. Fejzullahu,264.0
D. Johnson,261.0
Jiang Ning,284.0
H. Narzary,292.0
S. Ntiya-Ntiya,261.0
Zhang Mengqi,282.0
L. Czyborra,270.0
M. Gneba,296.0
D. Bulman,190.0
F. Brener,249.0
M. Viviani,263.0
W. Kuzain,251.0
M. Erboğa,220.0
G. Bizzotto,292.0
M. Skenderović,242.0
Sergio García,194.0
J. Ngando,295.0
J. Illum,264.0
V. Cabezas,139.0
R. Çağıran,213.0
E. Katayama,242.0
S. Arnold,154.0
R. Ziegele,220.0
E. Çelenk,231.0
C. Cooke,242.0
T. Johnson,267.0
L. Palmiero,241.0
F. Ugrinic,250.0
M. Hausjell,275.0
N. Plume,239.0
H. Nakabayashi,109.0
J. Wind,238.0
I. Łasicki,212.0
G. Guiffrey,240.0
L. Woolfenden,233.0
T. Buhagiar,323.0
J. Hunt,246.0
Wang Fei,285.0
J. Cacciabue,233.0
Z. Brault-Guillard,266.0
J. Ebot-Etchi,279.0
J. Kamata,233.0
C. Ojeda,251.0
H. Ide,240.0
Kim Gyeong Min,294.0
J. David,238.0
T. Almada,258.0
K. Riksvold,251.0
M. Acikgöz,241.0
A. Poggenborg,160.0
A. Tutte,238.0
F. Costa,162.0
F. Buntić,125.0
M. Ashimeru,268.0
R. Lauwers,226.0
Sebas Moyano,259.0
M. Al Otaibi,270.0
S. McLoughlin,228.0
T. Matsuda,290.0
D. Fitz,266.0
A. Barry,212.0
B. Nordström,263.0
M. Sarkaria,254.0
F. Pangop,301.0
F. Sachpekidis,269.0
M. Mølvadgaard,265.0
M. Grødem,239.0
M. Merghem,273.0
B. Galván,283.0
P. Perina,142.0
C. Jacob,226.0
J. Pereyra,255.0
J. Hou Sæter,248.0
S. Lebus,255.0
M. Dimun,227.0
D. Corcoran,221.0
E. Cantú,265.0
C. Beardsley,266.0
S. Sinclair,253.0
Y. Fekir,249.0
S. Laiton,225.0
C. Riascos,261.0
D. Choinière,292.0
R. Mysak,185.0
M. Crowe,183.0
D. Fernández,266.0
G. Gori,215.0
C. McCarthy,220.0
Lee Tae Ho,214.0
D. O'Shea,224.0
Yeun Jong Gyu,279.0
F. Piszczek,259.0
M. Krauß,284.0
K. Lowe,194.0
S. Nigro,269.0
S. Lavery,278.0
K. Bennetts,270.0
A. Greene,301.0
M. Zeidan,259.0
B. Bvuma,159.0
T. Pukhov,240.0
N. Fadiga,278.0
E. Durrell,257.0
H. Gueye,218.0
M. Cerofolini,157.0
D. Fitzpatrick,239.0
V. Theocharis,235.0
D. Evtimov,150.0
K. Yamga,255.0
Liu Huan,221.0
P. McLain,172.0
L. Bätge,148.0
G. Taylor,282.0
D. Pugh,208.0
F. Rohner,302.0
M. García,271.0
L. Valenti,232.0
Feng Jing,259.0
M. Kessel,268.0
J. Sinisterra,267.0
V. Henry,276.0
C. Chastang,235.0
M. Górski,304.0
C. Lewis,271.0
S. Jones,277.0
S. Kono,237.0
E. Oyeleke,293.0
G. Holohan,251.0
J. Quezada,183.0
J. Romil,262.0
R. Lawan,273.0
A. Canbaz,267.0
M. Berden,260.0
A. Pattison,271.0
O. Zanzala,249.0
J. Kabongo,227.0
D. Gojko,272.0
Park Chang Jun,285.0
M. Hingerl,256.0
J. Chicco,241.0
Ke Zhao,239.0
H. Tijanovich,289.0
N. Fröling,276.0
P. Ng,244.0
K. Miś,314.0
I. Musalami,223.0
S. Asta,258.0
A. Verda,227.0
B. Makendzhiev,172.0
A. Pululu,285.0
R. Browne,297.0
C. Odoi-Atsem,284.0
D. Aymerich,273.0
A. Hollingen,259.0
S. Doumbia,293.0
N. Mbouhom,267.0
J. Morsay,271.0
R. Frantsen,276.0
C. Siya,278.0
Yun Ji Hyeok,215.0
J. Dörfler,288.0
A. Tiritiello,218.0
G. Bakırbaş,125.0
A. Nathaniel-George,281.0
Zhang Xiaobin,229.0
Zhang Sipeng,174.0
D. Chessa,278.0
Tao Yuan,294.0
M. Balcılar,227.0
N. Iwadate,131.0
A. Diallo,244.0
C. Miller,286.0
A. Lajami,284.0
H. Fukushima,185.0
P. Soko,257.0
M. Camara,241.0
J. Álvarez,269.0
A. Nesbitt,270.0
B. Şen,136.0
L. Kosakiewicz,267.0
J. Mendive,138.0
Lee Jong Won,263.0
D. Hume,244.0
E. Besea,259.0
F. Núñez,254.0
E. Dahl Reitan,265.0
A. Bianchimano,238.0
J. Vreman,214.0
M. Di Gennaro,205.0
D. Love,258.0
C. Torres,195.0
R. Dickie,236.0
Pablo Ramón,205.0
G. Güney,230.0
T. Iida,274.0
F. Faist,140.0
Sergio Moreno,224.0
G. Vrioni,243.0
W. Tchimbembé,266.0
M. Abu Shararah,263.0
P. Pusic,272.0
I. Rojas,249.0
L. Chiappero,199.0
B. Sissoko,235.0
S. Paintsil,281.0
E. Amenyido,275.0
R. Charles-Cook,306.0
M. Heinrich,284.0
A. Erlingmark,242.0
G. Jones,259.0
M. Cassara,138.0
T. Tillman,256.0
Qiu Tianyi,272.0
Yang Jiawei,261.0
K. Khosonov,238.0
S. Frederiksen,268.0
L. Budziłek,175.0
J. Barmby,239.0
J. Franzoni,250.0
A. Bamba,201.0
C. Ilic,267.0
M. Gurski,148.0
B. Gyamfi,271.0
Daniel Rebollo,148.0
G. Canto,216.0
Adrià Arjona,246.0
C. McFadzean,288.0
K. Brennan,215.0
E. Berger,215.0
M. Choinière,282.0
A. Siebeck,266.0
N. Sukacev,277.0
G. Thompson,247.0
D. Tagami,263.0
D. Vokic,238.0
R. D'Haese,271.0
S. Seth,262.0
I. Ogbu,259.0
N. Temperini,151.0
T. Ivanof,266.0
C. González,271.0
B. Öztürk,198.0
M. Fischer,276.0
L. Malagón,108.0
M. Drawz,266.0
Z. Medley,208.0
P. Farman,177.0
M. Al Olayan,259.0
K. Tanno,122.0
A. Kovačević,208.0
F. Graudenz,276.0
R. Sallinger,180.0
L. Fraser,234.0
J. van Benthem,212.0
C. Stockton,246.0
D. Sánchez,256.0
Álvaro García,248.0
D. Leadbitter,298.0
C. Ainley,272.0
A. Bodart,119.0
N. Bazzana,220.0
M. Bleve,101.0
M. Molina,271.0
M. Behrens,122.0
V. Sirotov,261.0
M. Boudjemaa,243.0
C. Horgan,243.0
M. Rhead,149.0
G. Nyamsi,206.0
E. Reijnders,233.0
C. McDermott,274.0
U. Mohammed,270.0
E. Andersson,248.0
L. Joyce,272.0
I. Kanu,280.0
A. Majrashi,252.0
C. Pombo,246.0
M. Bean,268.0
T. Conlon,269.0
A. Purzycki,253.0
M. Maranda,194.0
A. Al Obud,291.0
T. Kallevåg,261.0
Gori López,248.0
A. Tsvetkov,229.0
S. Al Khayri,272.0
F. Musaev,260.0
Chen Jie,239.0
M. Burgess,267.0
E. Kutler,271.0
Chechu Grana,114.0
T. Siekman,195.0
E. Bullaude,251.0
Shi Liang,256.0
D. Barlaser,222.0
D. Camacho,263.0
J. Oates,272.0
S. Cosgrove,245.0
B. Garré,271.0
J. Jones,250.0
R. Tranberg,211.0
S. Bougrine,247.0
S. Byrne,251.0
Park Yong Ji,285.0
C. Calderón,273.0
F. Juárez,238.0
F. Lapis,295.0
Cristian Rodríguez,242.0
S. Folan,197.0
Shan Pengfei,265.0
J. Yarney,191.0
F. Andersson,159.0
U. Tezel,269.0
A. Camara,250.0
A. Al Sharid,222.0
R. Jendrusch,156.0
M. Demir,267.0
J. Borgmann,227.0
D. Esmel,282.0
T. Nichols,290.0
R. Husić,158.0
V. Arboleda,280.0
G. Mells,247.0
Z. Grich,259.0
Yoon Dong Min,268.0
M. Jadama,206.0
Qi Tianyu,243.0
A. May,273.0
C. Maghoma,195.0
M. Sorensen,227.0
B. Morris,278.0
O. Dytyatev,198.0
P. Mbodji,214.0
S. Al Najai,254.0
D. Margush,145.0
M. Bokoum,290.0
R. Wolsztyński,262.0
L. Cruz,269.0
R. Escobar,231.0
A. Al Shammary,289.0
F. Krüger,258.0
H. Heath,236.0
W. Boyle,195.0
A. Rodríguez,275.0
T. Domgjoni,254.0
M. Bola,258.0
H. Mitsumaru,275.0
S. Smith,247.0
J. Qwiberg,261.0
B. Ashley-Seal,278.0
S. Fujitani,293.0
Sergi Álamo,246.0
A. Ćatić,283.0
A. Akinola,301.0
P. Grant,208.0
K. Monlouis,244.0
A. Anastasio,238.0
R. Gilmartin,206.0
B. Njie,308.0
E. Monthe,209.0
V. Millico,220.0
N. Husin,260.0
D. Salazar,247.0
V. Drchal,268.0
J. Caraballo,261.0
C. Zock,270.0
A. Chrzanowski,264.0
T. Clarke,275.0
F. Carstens,220.0
G. Scalera,254.0
B. Levis,278.0
B. Miele,242.0
A. Al Arraf,176.0
J. Sievers,184.0
J. Abarzua,249.0
C. Villanueva,247.0
N. Arena,251.0
S. Marasovic,272.0
M. Falkeborn,256.0
R. Boultam,242.0
G. Giannoutsos,261.0
L. Plogmann,186.0
S. Perilli,183.0
A. Davies,186.0
S. Adrian,234.0
I. Miller,239.0
V. Rodríguez,277.0
N. Hagelskjær,258.0
T. Archibald,268.0
C. Missilou,255.0
C. McGrandles,267.0
A. Rufer,253.0
R. Hall-Johnson,276.0
N. Kirby,268.0
E. Mena,248.0
M. Haarup,286.0
S. Kassar,269.0
K. Callan-McFadden,207.0
Ramón,267.0
R. Grego-Cox,287.0
R. Broom,276.0
L. Fenton,279.0
M. Özvardar,208.0
J. Rasheed,150.0
A. Siemaszko,256.0
B. Breukers,252.0
G. Kılıç,253.0
H. Koné,302.0
Iván Martos,239.0
D. O'Halloran,251.0
G. McEachran,247.0
N. Mekonnen,243.0
L. Wedl,178.0
C. Hall,292.0
L. Pfeiffer,225.0
D. Markey,279.0
J. Schuurman,256.0
J. Stanic,212.0
Joo Hyun Ho,290.0
A. de Jong,245.0
W. Sietsma,156.0
C. Jordan,204.0
Óscar Gil,238.0
S. Matthews,259.0
K. Fukuda,249.0
O. Patrick,284.0
L. Kryeziu,278.0
J. Lyden,235.0
K. Hansen,226.0
Y. Yakovenko,219.0
B. Sabovic,254.0
F. Irie,270.0
S. Hornby,176.0
D. Padilla,271.0
M. Bakhit,249.0
S. Sosa,225.0
F. Mveng,299.0
M. Velázquez,291.0
Nuno Malheiro,243.0
K. Devaney,251.0
Zhang Jiaqi,226.0
Oleaga,136.0
J. Kristoffersen,208.0
F. Şimşek,226.0
R. Singh,239.0
M. Smith,259.0
M. Čović,260.0
Z. de la Paz,194.0
N. Sugai,215.0
K. Ikeda,248.0
M. Fonseca,259.0
Y. Roemer,250.0
R. Simpson,236.0
Kim Gyeong Jae,257.0
Jeong Seung Won,257.0
M. Šverko,250.0
T. Corbaz,258.0
R. Marín,254.0
B. Lika,287.0
N. Baumann,124.0
M. Kamenz,149.0
Wang Wei,255.0
K. Sidibé,219.0
A. Ramalingom,276.0
Zhou Liao,235.0
K. Madianga,242.0
K. Grabara,172.0
I. Al Shuayl,261.0
P. Gehrmann,232.0
T. Weiner,184.0
O. Al Khalaf,257.0
V. Kušej,277.0
F. Manzo,256.0
B. Chorbadzhiyski,214.0
A. Sissoko,241.0
D. Olsson,187.0
P. McClean,237.0
D. Horkaš,136.0
T. Enomoto,126.0
S. Sidler,248.0
C. Kühlwetter,253.0
A. Busti,150.0
A. Mitchell,221.0
E. Robson,252.0
Moon Jeong In,142.0
Gao Jiarun,268.0
D. Pender,211.0
A. Gamboa,221.0
E. Henschel,261.0
J. Abbel,240.0
A. Al Amri,227.0
Han Seung Wook,250.0
K. Eek,225.0
C. Manley,261.0
J. Peñaloza,257.0
D. Martinović,282.0
T. Müsel,254.0
E. Coronel,219.0
W. Ditta,220.0
J. Andersson,281.0
Lee Sang Hyeob,257.0
R. Sykes,233.0
P. Kucharczyk,207.0
P. Bucha,259.0
J. Wrąbel,187.0
K. Colvey,252.0
O. Al Sunain,305.0
B. Wilmot,201.0
S. Kelly,275.0
M. Bachini,149.0
Iván Jaime,237.0
R. Armand,260.0
C. Dunn,182.0
Oh Inpyo,251.0
M. Tyler,164.0
R. Ariza,271.0
B. Murphy,191.0
N. Tenaglia,236.0
J. Meier,247.0
B. Goller,229.0
N. Yamada,299.0
P. Arredondo,213.0
C. Mitchell,169.0
K. Taylor,255.0
F. Hollinger-Janzen,220.0
M. Baghdadi,269.0
O. Sterling-James,290.0
Yang Ting,254.0
K. Kaïboue,235.0
V. Burgoa,248.0
Pol Moreno,211.0
M. Blakstad,232.0
S. Tigges,224.0
S. Abdullah,243.0
A. Lewis,239.0
C. Kablan,248.0
O. Bertel,276.0
J. Bridge,262.0
Song Wenjie,263.0
H. Konaté,220.0
L. Zigi,169.0
Raúl Sánchez,225.0
A. Önal,221.0
A. Casco,244.0
L. Forte,287.0
D. Cawley,243.0
Che Shiwei,272.0
K. Malinov,269.0
F. Bjørkan,265.0
J. Córdova,281.0
T. Marsh,302.0
L. Merolla,167.0
V. Wojtkowiak,219.0
G. Verón,209.0
R. Meraz,163.0
Ou Ya,213.0
T. Miyazaki,266.0
J. Al Shammari,200.0
C. Wood,266.0
F. Pintos,263.0
Maikel Santana,204.0
K. Hoffmann,250.0
J. Gies,125.0
I. Arai,217.0
A. Kecskés,210.0
Li Benjian,227.0
Cha Yeong Hwan,234.0
M. Sawa,227.0
Sergio Gónzalez,219.0
W. Burger,249.0
A. Hernández,236.0
A. Hadzic,248.0
O. Ashoor,257.0
E. Sonupé,271.0
Alberto González,134.0
W. Patching,251.0
M. Kremer,286.0
J. Vergara Berrio,253.0
D. Wright,284.0
E. Louro,160.0
K. Alexandersson,216.0
N. Konstandopoulos,228.0
S. Seferings,250.0
C. Estrada,155.0
I. El Kabbou,250.0
B. Mensah,283.0
Cui Peng,211.0
Zhang Wei,259.0
F. López,286.0
T. van den Belt,220.0
Tan Wangsong,228.0
D. Rosin,252.0
M. Lund,220.0
M. Busi,249.0
D. Blazevic,164.0
D. Chambost,247.0
S. Shearer,175.0
M. Steeves,216.0
A. Ceylan,289.0
Samu Pérez,117.0
R. Williams,269.0
D. Shiels,274.0
N. Okafor,278.0
S. Briñone,229.0
N. Maeda,254.0
O. Ökke,248.0
A. Lotti,261.0
E. Lara,252.0
E. Salles,139.0
N. Ofoborh,235.0
J. Sotirio,311.0
A. Didic,205.0
L. Kryger,236.0
R. Willmott,305.0
B. McGrath,271.0
B. Provoste,269.0
F. Brorsson,240.0
Zhang Yi,258.0
P. Mullin,241.0
T. Hadler,171.0
R. Goteni,233.0
A. Ikedi,238.0
A. Najem,248.0
M. Ortíz,224.0
J. Díaz Price,230.0
S. Duggan,237.0
M. Šarkić,162.0
P. Sussek,275.0
K. Pytlik,234.0
N. Alioui,258.0
A. Racioppi,156.0
Kim Yeong Bin,220.0
M. Hamrol,132.0
J. Cataldi,243.0
S. Kaya,264.0
C. Veerachat,256.0
R. Rösch,238.0
D. Clarke,299.0
J. Maguire,256.0
Myeong Joon Jae,233.0
A. Romero,202.0
M. Segbers,277.0
A. Çelebi,209.0
F. Arhin,275.0
E. Opoku,305.0
J. Kirkpatrick,233.0
T. Wiesner,160.0
E. Steen,219.0
L. Mandeville,268.0
K. Ødemarksbakken,261.0
F. Serraiocco,198.0
H. Sarpei,249.0
N. Sandberg,251.0
I. Aliseda,236.0
F. Dahmen,173.0
K. Irep,247.0
M. Flynn,168.0
B. Mugabi,234.0
P. Menzel,115.0
D. Fontani,146.0
A. Nava,247.0
G. Della Bernardina,225.0
E. Alvarado,231.0
A. McGowan,275.0
S. Joss,264.0
João Virgínia,169.0
N. Lüchinger,276.0
Y. Mabella,254.0
R. Hale,266.0
E. Embleton,240.0
N. Nasseri,293.0
C. Elva,286.0
V. Stenzel,299.0
I. Al Talhi,275.0
A. Mumin,233.0
Paulo Alves,246.0
Y. Armougom,259.0
T. Kucz,124.0
S. Sy,238.0
M. McKee,249.0
Cui Yongzhe,252.0
S. Bengriba,270.0
T. Yanagi,265.0
J. Bekkema,126.0
A. Al Yami,287.0
Ding Jie,232.0
J. Bednarczyk,250.0
J. Ingham,283.0
G. Quezada,240.0
M. Fallatah,222.0
F. Agu,297.0
R. Polley,250.0
I. Chair,270.0
I. Khemis,262.0
M. Álvarez,255.0
O. Brynhildsen,257.0
R. Al Hafizi,290.0
M. Rosas,243.0
J. Torres,259.0
B. Dennehy,253.0
J. Martin,248.0
E. Whitehouse,265.0
M. Quiñones,260.0
R. Keskin,220.0
Zhang Li,240.0
A. Lacey,213.0
J. Shipley,239.0
L. Fadinger,256.0
P. Gómez,255.0
M. Kudus,293.0
J. Maxted,168.0
Chu Jinzhao,294.0
J. Medina,242.0
L. Ndenbe,265.0
Dai Wai-Tsun,276.0
M. Virtue,273.0
M. Curry,246.0
F. Castro,232.0
L. Weinkauf,113.0
S. Wilson,263.0
M. Andersson,135.0
T. Wiesner,283.0
B. Wright,193.0
C. Holse,284.0
S. Vidal,253.0
M. Kelly,278.0
H. Andersson,217.0
A. DeJohn,215.0
T. Klupś,298.0
K. O'Hara,176.0
T. Mølgaard,286.0
S. Singh,255.0
H. Benkaïd,260.0
Obama,246.0
J. Falkmar,250.0
N. Bazan,248.0
Y. Takaoka,138.0
D. Nasu,177.0
D. Conner,217.0
S. Kodama,274.0
A. Thapa,273.0
S. Farhan,235.0
A. Ablet,258.0
Yoo Ji Ha,231.0
M. López,242.0
K. Huntelaar,245.0
J. Atanasov,225.0
K. Leidsman,241.0
M. Spasic,246.0
C. Topaloglu,115.0
D. Jarvis,278.0
P. Esquivel,225.0
S. Mandash,289.0
A. Abdellaoui,231.0
D. Bajselmani,266.0
E. Ferigra,222.0
J. Turley,230.0
A. Barreal,271.0
F. Pasqualoni,229.0
L. Tempelmann,245.0
Ahn Seong Nam,264.0
Kang Bong Gyun,139.0
D. García,256.0
T. Rotter,209.0
M. Kadlec,253.0
S. Serderov,285.0
A. Jędrych,214.0
J. Muscatt,242.0
M. Daly,233.0
T. De Bie,171.0
E. Elizalde,253.0
G. León,243.0
S. Çetin,261.0
A. Urzi,244.0
J. Dunleavy,211.0
A. Al Saluli,239.0
K. Chvedukas,240.0
A. Al Dawsari,245.0
E. Korkmaz,245.0
J. Galetto,269.0
S. Russell,169.0
O. Sail,194.0
M. Hudson,181.0
N. Bizet,228.0
Madger Gomes,276.0
Iker Goujón,254.0
F. Bin Jamayah,260.0
N. Anderton,240.0
C. Storm,273.0
J. Bruhns,181.0
E. Ybáñez,239.0
E. Karic,253.0
L. Ridehalgh,239.0
J. Bolado,132.0
A. Riemann,259.0
A. Gogić,190.0
L. Béland-Goyette,247.0
E. Pálsson,243.0
Lee Tae Hee,259.0
K. Yajima,267.0
M. Hoxha,282.0
K. McFarlane,271.0
F. Rieder,267.0
C. Kpekawa,255.0
C. Tiéhi,241.0
J. Flatt,137.0
T. Matthews,290.0
J. Hodgkiss,263.0
C. Arroyave,121.0
J. Heil,266.0
A. Jakubiak,274.0
K. Reaves,220.0
V. Baume,176.0
R. Morishita,254.0
A. Awad,254.0
A. Al Shamrani,238.0
G. Azzinnari,256.0
O. Drost,261.0
J. Caprice,290.0
Zhang Lu,278.0
A. Mendy,241.0
G. Blackwood,249.0
M. Johansson,173.0
J. Hanato,265.0
M. Clark,259.0
B. Mines,274.0
Kwon Tae Ahn,221.0
C. Baker-Richardson,234.0
B. Varga,265.0
S. Akgün,235.0
S. Long,252.0
M. Folivi,252.0
M. Rayman,287.0
B. Thomas-Asante,283.0
Y. Begraoui,273.0
A. Fleming,279.0
Guille Lara,186.0
W. Wood,255.0
F. Ghazi,289.0
N. Córdova,281.0
Jin Pengxiang,258.0
Kim Bo Seop,279.0
S. Acka,229.0
E. Celebi,193.0
E. Dabo,270.0
Mello,228.0
Yang Boyu,198.0
A. Collins,286.0
P. Kasim,279.0
T. Abdullah,246.0
M. Crocombe,204.0
E. Næsbak Brenden,280.0
J. O'Doherty,287.0
Fernando Costanza,243.0
M. Acton,169.0
F. Lobos,244.0
K. Tokushige,138.0
J. Serafin,247.0
N. Sutter,248.0
C. O'Hare,270.0
M. Carreazo,280.0
R. Aoki,271.0
F. Camara,291.0
N. Trott,155.0
I. Boye,239.0
Y. Goke,266.0
Wang Qiuming,258.0
H. Sandvik,178.0
Park Jung Soo,228.0
M. Vano,223.0
M. Rieder,246.0
J. Hooper,281.0
Sun Bo,294.0
L. Hupfauf,278.0
Mollejo,275.0
V. Oliver,243.0
M. Kuchta,182.0
Cao Haiqing,255.0
A. Banasiak,250.0
Pedro Goulart,229.0
Song Long,239.0
J. Lahne,304.0
M. García,259.0
R. McKenzie,243.0
D. Franke,255.0
M. Cavalleri,254.0
A. Beyazıt,286.0
A. Grijalva,208.0
D. Klomp,225.0
J. Keatings,278.0
P. Di Nardo,239.0
A. Baroan,268.0
C. Lattanzio,228.0
M. Candlin,274.0
R. Menayese,195.0
J. Thompson,255.0
H. Smith,220.0
Liu Ruofan,272.0
D. Jajic,254.0
L. Fesser,212.0
J. Brown,257.0
M. Nilor,190.0
I. Mensah,272.0
V. Fernández,261.0
D. Richards,159.0
H. Castegren,222.0
I. Oda,217.0
L. Cacace,273.0
E. Veiga,243.0
R. Cornwall,193.0
J. Mbom,257.0
S. van Dijck,215.0
D. Gremsl,298.0
M. Bevan,257.0
S. Friede,240.0
A. Guiffrey,223.0
M. Sætra,179.0
H. Magnetti,238.0
S. Abraham,236.0
G. Buon,209.0
D. Morrissey,260.0
G. Akkan,217.0
L. Espinoza,246.0
J. Requena,249.0
C. Mbulu,218.0
G. Cuomo,181.0
A. Gürleyen,223.0
L. Jones,173.0
R. Gondoh,277.0
N. Hunziker,215.0
T. Reithmeir,206.0
L. Barreiro Martins,293.0
J. Clarke,203.0
Zheng Tao,235.0
M. Guehi,218.0
R. Prieto,248.0
I. Meite,238.0
A. Amade,264.0
L. Krüger,226.0
K. Balogiannis,255.0
F. Due,172.0
L. Saxton,151.0
C. James,248.0
M. Rafique,275.0
P. Cherrie,143.0
E. Stokes,262.0
S. Al Hamdan,256.0
C. Moya,250.0
A. Xhemajli,196.0
A. Buxton,220.0
M. Gillesphey,187.0
G. Banaziak,126.0
A. Singh,168.0
D. Sváček,137.0
D. Sauerland,266.0
G. Kelly,221.0
Y. Fujita,177.0
S. Duke-McKenna,276.0
D. Mosquera,179.0
K. Majić,247.0
A. Al Ghamdi,157.0
M. Real,260.0
F. Schwarzholz,236.0
A. Majrashi,245.0
E. Maceira,255.0
Pei Shuai,265.0
D. Nizic,164.0
F. Al Habib,131.0
J. Archer,236.0
Li Guang,254.0
E. Osadebe,299.0
Du Wenyang,244.0
B. Singh,266.0
E. Granat,271.0
V. Cordoba,239.0
L. Schelenz,235.0
A. Morley,261.0
M. Nikolić,248.0
J. Pestaña,215.0
E. Dick,174.0
B. Williams,221.0
J. Tilley,255.0
Liu Yingchen,275.0
C. Antwi,307.0
J. Albrecht,134.0
J. Sands,230.0
J. Muñoz,258.0
J. Hoekstra,123.0
K. Niemczycki,129.0
M. Al Subaie,270.0
Park Ji Min,139.0
H. Al Ghamdi,274.0
S. Ucar,253.0
N. Quindt,141.0
M. Kahrıman,237.0
S. Gubari,301.0
L. Mulaj,265.0
Z. Herivaux,228.0
G. McGregor,261.0
T. Campbell,268.0
K. Kesgin,274.0
M. Staniszewski,120.0
Y. Fortune,254.0
T. Cuello,279.0
Pedro Gonçalves,250.0
K. Ayong,215.0
L. Italiano,179.0
J. Powell,264.0
M. Urynowicz,236.0
E. Navarrete,278.0
T. Vassell,260.0
T. Cordner,205.0
G. Tryggvason,264.0
C. Higuera,150.0
M. Onuoha,275.0
A. Bacci,129.0
J. Hodek,249.0
Y. Letard,256.0
Han Xuan,180.0
R. Isomura,234.0
I. Lara,243.0
J. Jaime,120.0
F. Al Sagour,270.0
L. Hernández,243.0
N. da Silva,266.0
R. Hirosue,142.0
L. Croll,245.0
T. Baack,227.0
K. Bucker,152.0
M. Miljevic,231.0
M. Brink,262.0
A. Bakayoko,247.0
W. Tchuameni,217.0
D. İncedere,241.0
S. Kjellevold,133.0
J. Þorsteinsson,267.0
M. Worthington,238.0
J. Tratt,240.0
J. Kelly,264.0
L. Grill,172.0
D. Lyon,260.0
F. Pizzicanella,164.0
J. Pantemis,145.0
R. Wilmots,245.0
E. Boyle,260.0
M. Sprang,110.0
R. Acquah,270.0
M. Wada,276.0
A. Canessa,225.0
R. Cagnon,128.0
M. Roerslev,272.0
A. Azeez,309.0
M. Holzer,232.0
L. Travis,240.0
Mario Sánchez,237.0
Valery,250.0
R. Al Ghamdi,257.0
C. Gutiérrez,225.0
D. Webster,160.0
Kim Hyo Gi,244.0
J. Inamoto,187.0
J. McDonnell,132.0
W. Ali,271.0
A. Jakobsen,273.0
L. Bonilla,274.0
T. Duman,245.0
M. Woud,147.0
J. Löwe,260.0
B. Rivas,255.0
S. Cartwright,243.0
A. Ademoglu,233.0
Y. Oyanedel,271.0
Lim Eun Soo,239.0
R. van Doorn,217.0
J. Harris,251.0
José Uche,215.0
M. Arturia,223.0
K. Goba,200.0
E. Bansen,107.0
J. Lunney,263.0
M. Cooper,137.0
J. Orellana,209.0
B. Kavlak,225.0
G. Abregú,247.0
J. Doona,246.0
R. Blumberg,213.0
M. Panos,231.0
C. Coleman,241.0
M. O'Riley,236.0
A. Gafaiti,202.0
P. Edwards,230.0
G. Lapslie,252.0
M. Gonzalez,137.0
L. Ingolotti,150.0
G. Pozos,161.0
A. Aliev,209.0
M. Bauer,210.0
B. Sielewski,188.0
A. Talal,242.0
K. Schlotterbeck,208.0
